epoch,step,train_loss,val_loss
14,2239,0.6836551427841187,
14,2249,0.6853399276733398,
14,2259,0.6615763306617737,
14,2269,0.7268357276916504,
14,2279,0.6285384893417358,
14,2289,0.6633926630020142,
14,2299,0.6673139333724976,
14,2309,0.6745831966400146,
14,2319,0.7156053185462952,
14,2329,0.6859672665596008,
14,2339,0.7687020897865295,
14,2339,,0.6638430953025818
15,2349,0.6861619353294373,
15,2359,0.633764386177063,
15,2369,0.663334846496582,
15,2379,0.6858392357826233,
15,2389,0.6414487957954407,
15,2399,0.6864814162254333,
15,2409,0.6992475390434265,
15,2419,0.7138451933860779,
15,2429,0.6949909925460815,
15,2439,0.6919638514518738,
15,2449,0.5912443995475769,
15,2459,0.5543966293334961,
15,2469,0.7670515775680542,
15,2479,0.689132809638977,
15,2489,0.7100317478179932,
15,2495,,0.6713247299194336
