epoch,step,train_loss,val_loss
0,9,0.69318026304245,
0,19,0.806078314781189,
0,29,0.6618088483810425,
0,39,0.7124656438827515,
0,49,0.6991543173789978,
0,59,0.6372783780097961,
0,69,0.6869049072265625,
0,79,1.0056003332138062,
0,89,0.9461777210235596,
0,99,0.7191603183746338,
0,109,0.6396870613098145,
0,119,0.6809880137443542,
0,129,0.7214465141296387,
0,139,0.6938111186027527,
0,149,0.7101337909698486,
0,155,,0.6722713708877563
1,159,0.7263270616531372,
1,169,0.701980710029602,
1,179,0.6950291991233826,
1,189,0.6859819293022156,
1,199,0.8765664100646973,
1,209,0.7201563715934753,
1,219,0.662444531917572,
1,229,0.680084764957428,
1,239,0.6508795022964478,
1,249,1.0244919061660767,
1,259,0.9291132092475891,
1,269,0.5710200071334839,
1,279,0.7147101163864136,
1,289,0.7102004289627075,
1,299,0.7914695739746094,
1,309,0.621426522731781,
1,311,,0.6659260392189026
2,319,0.6900245547294617,
2,329,0.5827430486679077,
2,339,0.5932050943374634,
2,349,0.7077478766441345,
2,359,0.6971835494041443,
2,369,0.7035265564918518,
2,379,0.6919737458229065,
2,389,0.6683576107025146,
2,399,0.7197156548500061,
2,409,0.7333707213401794,
2,419,0.6623600125312805,
2,429,0.6988676190376282,
2,439,0.6971768140792847,
2,449,0.7532374858856201,
2,459,0.693455696105957,
2,467,,0.670146107673645
3,469,0.6656463146209717,
3,479,0.6629208326339722,
3,489,0.7039345502853394,
3,499,0.6617369651794434,
3,509,0.7836912274360657,
3,519,0.6902376413345337,
3,529,0.7046821117401123,
3,539,0.7158235907554626,
3,549,0.626555323600769,
3,559,0.6108682751655579,
3,569,0.728835940361023,
3,579,0.6953941583633423,
3,589,0.6615691184997559,
3,599,0.6853139996528625,
3,609,0.7172199487686157,
3,619,0.7609716653823853,
3,623,,0.6803712844848633
4,629,0.6311631202697754,
4,639,0.7013099193572998,
4,649,0.6626185178756714,
4,659,0.686279833316803,
4,669,0.7352660298347473,
4,679,0.6066036224365234,
4,689,0.7084803581237793,
4,699,0.6664552688598633,
4,709,0.6194809079170227,
4,719,0.6657631397247314,
4,729,0.6854100823402405,
4,739,0.8359631299972534,
4,749,0.796464204788208,
4,759,0.668020486831665,
4,769,0.6942991018295288,
4,779,0.744098424911499,
4,779,,0.6680530309677124
5,789,0.6938109397888184,
5,799,0.6441384553909302,
5,809,0.6853418350219727,
5,819,0.6961212754249573,
5,829,0.7013921141624451,
5,839,0.714779794216156,
5,849,0.6866806149482727,
5,859,0.7427089810371399,
5,869,0.6939935088157654,
5,879,0.7371973395347595,
5,889,0.676009476184845,
5,899,0.7621412873268127,
5,909,0.7200394868850708,
5,919,0.7209848165512085,
5,929,0.6854107975959778,
5,935,,0.6631553173065186
6,939,0.8299201726913452,
6,949,0.700910747051239,
6,959,0.6937722563743591,
6,969,0.6931520104408264,
6,979,0.643508791923523,
6,989,0.7001388669013977,
6,999,0.7287250757217407,
6,1009,0.6656081080436707,
6,1019,0.7891154289245605,
6,1029,0.675328254699707,
6,1039,0.7413750886917114,
6,1049,0.7253462672233582,
6,1059,0.8749075531959534,
6,1069,0.720440685749054,
6,1079,0.737703263759613,
6,1089,0.6871597170829773,
6,1091,,0.6631580591201782
7,1099,0.7267076969146729,
7,1109,0.7076910138130188,
7,1119,0.7058497071266174,
7,1129,0.6897162199020386,
7,1139,0.6737438440322876,
7,1149,0.7170827984809875,
7,1159,0.686119794845581,
7,1169,0.6912520527839661,
7,1179,0.7773919701576233,
7,1189,0.7863940596580505,
7,1199,0.7065093517303467,
7,1209,0.6939540505409241,
7,1219,0.6856791973114014,
7,1229,0.6946207284927368,
7,1239,0.7104191184043884,
7,1247,,0.6668927073478699
8,1249,0.7447918653488159,
8,1259,0.6988779306411743,
8,1269,0.6597239375114441,
8,1279,0.7070629000663757,
8,1289,0.6907719373703003,
8,1299,0.6669242978096008,
8,1309,0.6336469054222107,
8,1319,0.7017094492912292,
8,1329,0.6943972706794739,
8,1339,0.6636162400245667,
8,1349,0.7076062560081482,
8,1359,0.7051603198051453,
8,1369,0.7058040499687195,
8,1379,0.7205394506454468,
8,1389,0.7164390683174133,
8,1399,0.7214001417160034,
8,1403,,0.6630528569221497
9,1409,0.6920543909072876,
9,1419,0.6462279558181763,
9,1429,0.6620389223098755,
9,1439,0.7704839706420898,
9,1449,0.6190152168273926,
9,1459,0.7495308518409729,
9,1469,0.6929717063903809,
9,1479,0.7115967273712158,
9,1489,0.6789736747741699,
9,1499,0.6865151524543762,
9,1509,0.6986245512962341,
9,1519,0.663995623588562,
9,1529,0.7132188081741333,
9,1539,0.8252545595169067,
9,1549,0.7009681463241577,
9,1559,0.6872774958610535,
9,1559,,0.6831148862838745
10,1569,0.6898280382156372,
10,1579,0.7028067111968994,
10,1589,0.6991264224052429,
10,1599,0.6635230779647827,
10,1609,0.6471927165985107,
10,1619,0.7185491323471069,
10,1629,0.6953917741775513,
10,1639,0.6968864798545837,
10,1649,0.7515906691551208,
10,1659,0.651791512966156,
10,1669,0.6447271108627319,
10,1679,0.7195221185684204,
10,1689,0.6792393922805786,
10,1699,0.6884284019470215,
10,1709,0.7973127961158752,
10,1715,,0.6629446148872375
11,1719,0.8066534399986267,
11,1729,0.668764054775238,
11,1739,0.675696611404419,
11,1749,0.6967039108276367,
11,1759,0.6615806221961975,
11,1769,0.6619800329208374,
11,1779,0.6671217083930969,
11,1789,0.6999505758285522,
11,1799,0.6997151374816895,
11,1809,0.8218938708305359,
11,1819,0.6662294268608093,
11,1829,0.6864094138145447,
11,1839,0.7020585536956787,
11,1849,0.7254762649536133,
11,1859,0.7585970163345337,
11,1869,0.6708864569664001,
11,1871,,0.6727661490440369
12,1879,0.7059354782104492,
12,1889,0.6510326862335205,
12,1899,0.6678576469421387,
12,1909,0.6349624991416931,
12,1919,0.6945618987083435,
12,1929,0.6663123369216919,
12,1939,0.6945298910140991,
12,1949,0.6961151361465454,
12,1959,0.6987298130989075,
12,1969,0.6721348762512207,
12,1979,0.8032260537147522,
12,1989,0.6854462027549744,
12,1999,0.701757550239563,
12,2009,0.6946414709091187,
12,2019,0.7211822867393494,
12,2027,,0.6630671620368958
13,2029,0.6956499218940735,
13,2039,0.6749419569969177,
13,2049,0.6892637610435486,
13,2059,0.7588478326797485,
13,2069,0.7381453514099121,
13,2079,0.7646711468696594,
13,2089,0.7339431047439575,
13,2099,0.6948121190071106,
13,2109,0.6858208179473877,
13,2119,0.7253358364105225,
13,2129,0.6056979894638062,
13,2139,0.7135834097862244,
13,2149,0.6950675845146179,
13,2159,0.6936512589454651,
13,2169,0.6616031527519226,
13,2179,0.6623880863189697,
13,2183,,0.6733636260032654
14,2189,0.6380022168159485,
14,2199,0.7531510591506958,
14,2209,0.7311252355575562,
14,2219,0.6328980922698975,
14,2229,0.7255903482437134,
